id	content	sentiment
386	FB is boring   and i wanna sing RIGHT NOW..! *-*	happiness
387	@judyrey  The link doesn't work	sadness
388	@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble	neutral
389	The humpalow um ya I think so... Cell is dying	worry
390	Last day at work...Sick to the bone	worry
391	i feel like I'm on house arrest.	worry
392	love is like a war,,easy to begin, hard to end..fiuuhh...	neutral
393	@heavenjones ur supposed to be in BK tho	surprise
394	@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad	worry
395	Oh no!  Nighty night.	surprise
396	@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!	happiness
397	my stupid tooooth hurts	sadness
398	@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is	love
399	Ready To Go @ School	neutral
400	@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.	sadness
401	@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today	neutral
402	It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...	worry
403	@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages	worry
404	my dog ran awayyy	worry
405	@all_is_one84 Those suck so bad.	hate
406	I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.	worry
407	just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go	relief
408	does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp	worry
409	I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!	love
410	@exortabreedoll what happen to the maids of yours? Quit once again? ...	empty
411	I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!	sadness
412	At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.	hate
413	@Penguin_J heehee. i love you! i am tired.	sadness
414	my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo	worry
415	@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something	worry
416	@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.	worry
417	Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day	sadness
418	went to the beach and it started raining	empty
419	how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...	sadness
420	@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...	relief
421	@nayRyelgiuQ airport? and you didnt show up tonight homo!	neutral
422	@charloro jealous  it looks like schindler's list in toronto	worry
423	I want another tatt	enthusiasm
424	@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:	neutral
425	So, I need to make a lot of money tomorrow	enthusiasm
426	@joiskol  being in your room makes me sad.	sadness
427	Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.	worry
428	for the gays i only made 200 tonight	neutral
429	@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks	sadness
430	if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!	sadness
431	@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.	surprise
432	@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing	neutral
433	@meljachin: eww. dislike	sadness
434	Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.	worry
435	decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....	neutral
436	@SuzyDunkley sorry bout the cat,	sadness
437	needs to have an increase on her salary  http://plurk.com/p/wxluu	neutral
438	my stomach feels like it's touching the ground..i'm SO full	worry
439	Pug just woke me from an incredible sleep!	love
440	@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!	love
441	Sooo much work so little time	worry
442	missed iron chef	sadness
443	@thevowel the DS version sucks	sadness
444	what a bad day	sadness
445	@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun	enthusiasm
446	hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs	hate
447	Ugh, my internet was down!	worry
448	omg i didnt tweet all that much today.... *sadness*	surprise
449	is feeling so giddy and wanna go home.	worry
450	the week just wasnt the same without an adam lambert performance!!!	neutral
451	@rockingjude The link doesn't work	neutral
452	Up and packing. Its the last day of youth camp	worry
453	GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..	neutral
454	Smh @ hiphop nursery rhymes	neutral
455	Somebody please save the polar bears!	worry
456	@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol	happiness
457	@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work	surprise
458	It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.	worry
459	guess im staying home tonight...no movie-ing for me	worry
460	went to the cd store to search for the cd. But	sadness
461	@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs	worry
462	I miss my mom..  &quot;May angels lead you in&quot;	sadness
463	there's really no android twitter app of Tweetie's calibre	love
464	on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;	hate
465	@taylor_d No, it's not...	neutral
466	@chocolovere i feel the same way every day	sadness
467	Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.	sadness
468	@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it	neutral
469	Sleppytime. Really missing my godfather right now. Love you Wayne	sadness
470	So have a headache right now and it sucks	sadness
471	@JayDz hope ya sleepin well  guys still here	worry
472	i should be finished.... but i'm not.  color drawing, here i come.	fun
473	@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please	sadness
474	comfort food of the day: pan mee. though, it didnt taste any good..	sadness
475	damn being drunk and hot sucks	worry
476	misses my baby.	sadness
477	is not sleeping because he has paperwork to do.	worry
478	Showered in ice-cold water. Sweating now. Means one thing: I'm sick	worry
479	midnight cry.. wish the person I wanted, wanted me right now	worry
480	@mousebudden I'ma need you to follow me real quick cause I can't DM you	neutral
481	I'm poorly and can't sleep	sadness
482	Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.	worry
483	@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz	worry
484	@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again	worry
485	Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.	worry
486	@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!	worry
487	didnt say goodnight to you	worry
488	@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]	hate
489	has work tom.	sadness
490	In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.	neutral
491	Can't sleep and nothings on tv!!	neutral
492	The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now	love
493	@KallieT oh ... you've been superseeded?  not good enough	neutral
494	today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm	sadness
495	fuckin'm transtelecom	anger
496	is really, really bored... I guess I will go to bed	boredom
497	@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store	worry
498	@ModelTheany  tee we beefin....what was u supposed to do before leavin????	surprise
499	Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.	sadness
500	@nickkk_ that sucks!	sadness
501	@dorkydeanna IIII know!!! and mean	neutral
502	Having Fever  dont feel to work	sadness
503	Taking Horse Pills, hoping I can get some sleep tonight	worry
504	@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one	neutral
505	missing @MeLDiBiAsE...6 days can't pass quick enough	sadness
506	@juliaiiivir Hey! That's my school! I hate that place.	hate
507	Working from home today, my back is killing me  Doctor and then physio after later today.	sadness
508	back to work.. with no distractions..	neutral
509	@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!	happiness
510	awwww  i never noticed this http://bit.ly/RConp	neutral
511	@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite	neutral
512	Looks like it's going to be too nice to work today, how annoying as I have no choice	worry
513	@mygoldmask did you guys keep a set list? I forgot to ask for one  xx	neutral
514	First impression of Silverlight: sadly, based on what I saw today, it's quite problematic	neutral
515	is desperatly hoping my dad takes me to vanessa's game	worry
516	@pb_and_jay hi!  Fuck your job!	worry
517	Missing you all deeply	sadness
518	the time you go to bed,  i have to get up to go to work	neutral
519	@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot	happiness
520	@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.	sadness
521	@miss_cheryl Lucky, now I want to teleport	neutral
522	Somebody please save the polar bears!	worry
